Judul,Author,Topik,Waktu,Gambar,Isi Berita
Anggota DPRD Gerindra Nikahi Wanita yang Ngaku Dihamili ke BK,Muhammad Taufiqqurrahman,"dpd gerindra sulsel,anggota dprd gerindra dilaporkan,gerindra,dprd,jeneponto,sulsel,biromakassar","Senin, 19 Apr 2021 11:40 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/pernikahan-anggota-dprd-jeneponto-fraksi-gerindra-dengan-wanita-yang-ngaku-dihamili-dok-istimewa_169.jpeg?w=700&q=90,"Anggota DPRD  di Kabupaten , , Khadaffi, akhirnya menikahi perempuan berinisial AR yang diduga telah ia hamili. AR, yang mengaku dihamili Khadaffi, sebelumnya melapor ke Badan Kehormatan (BK)  Jeneponto.Pernikahan Khadaffi dengan AR ini berlangsung pada Sabtu (17/4). Imam Desa Pallantikang, Jeneponto, M Sagir, adalah orang yang menikahkan keduanya.""Sudah saya nikahkan kemarin tanggal 17 April menjelang Magrib. Perempuan ini menikah dengan anggota DPRD itu, Khadaffi,"" kata M Sagir saat dimintai konfirmasi , Senin (19/4/2021).Sagir mengungkapkan pernikahan keduanya sah secara hukum dan agama. Selain administrasi pernikahan dilengkapi, saksi dari kedua mempelai juga hadir.""Ini sah kok, ini nikah resmi keduanya, baik secara agama dan hukum, sah semuanya,"" ucap dia.Saat pernikahan, AR mengenakan baju bodo khas daerah Bugis.Sementara itu, Khadaffi menikahi AR dengan maskawin berupa sepetak tanah dan uang tunai Rp 30 juta.""Yang saya tahu kita hanya menikahkan. Maskawin satu petak tanah kering dan uang belanja perkawinan Rp 30 juta katanya, karena saya tidak lihat itu (uang),"" tuturnya.Simak selengkapnya di halaman selanjutnya.
        "
Ratusan Smartphone untuk Pembelajaran Jarak jauh,Pool,"smartphone,pembelajaran jarak jauh,online,daring","Senin, 19 Apr 2021 11:15 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/ratusan-smartphone-untuk-pembelajaran-jarak-jauh_169.jpeg?w=700&q=90,
Tokoh Muda NU Witjaksono Dipanggil Jokowi di Tengah Isu Reshuffle,Tim detikcom,"witjaksono,witjaksono nu,reshuffle kabinet,nahdlatul ulama,nu","Senin, 19 Apr 2021 11:17 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/witjaksono_169.jpeg?w=700&q=90,"Isu  Kabinet Indonesia Maju makin santer dengan kabar terbaru salah satu tokoh muda Nahdlatul Ulama (NU), , dipanggil Presiden Joko Widodo (Jokowi). Pertemuan tersebut berlangsung empat mata."" dipanggil, saya sudah beberapa kali diskusi dengan Pakde (Jokowi) . Saya sudah kenal sama Pakde sudah cukup lama, sudah dari 2015,"" kata Witjaksono saat dihubungi , Senin (19/4/2021). enggan memerinci waktu pertemuannya dengan Presiden Jokowi. Witjaksono menceritakan inti pembicaraan dalam pertemuan dengan Jokowi.""Kita membahas soal ekonomi sih. Saya kan memang pengusaha dan tokoh NU. Jadi memposisikan mengenai NU bagaimana, terus kemudian ekonomi bagaimana, intinya begitu. Karena jalur saya memang pengusaha multinasional, jadi bicara soal investasi, bicara mengenai rencana perkembangan ekonomi di Indonesia,"" ujar Witjaksono.Witjaksono menyebut pembicaraannya dengan Jokowi tak merujuk spesifik soal menteri. Sembari menegaskan  kabinet hak prerogatif Presiden Jokowi, dia bersyukur bila diberi amanah.Lalu, siapa ? Witjaksono adalah Ketua Umum Serikat Nelayan Nahdlatul Ulama (NU), badan otonom resmi organisasi tersebut. Witjaksono menyebut dari 110 juta warga NU, 60 persennya tinggal di wilayah pesisir. Witjaksono diamanahi Ketua Umum Pengurus Besar Nadhlatul Ulama KH. Said Aqil Siroj untuk menyejahterakan 60 persen warga NU tersebut.""Kalau di NU, saya sama aja kayak Menko-nya (menteri koordinator),"" ujar Witjaksono.Witjaksono mengaku sudah diberi restu para kiai untuk menjadi tokoh nasional. ""Intinya kita sudah dapat restu untuk bisa jadi tokoh nasional,"" katanya.Ketua Umum Relawan Jokowi Mania (JoMan) Immanuel Ebenezer mendapat informasi  sudah dipanggil beberapa kali untuk berdiskusi dengan Presiden Jokowi..
        "
Deretan Pelanggaran Prokes di Megamendung Bogor Diungkap di Sidang HRS,Muhammad Ilman Nafian,"habib rizieq,habib rizieq shihab,sidang habib rizieq","Senin, 19 Apr 2021 10:21 WIB",Gambar tidak tersedia,"Kerumunan yang terjadi pada 13 November 2020 di kawasan Megamendung, Kabupaten Bogor, disebut tidak mengindahkan aturan protokol kesehatan atau prokes di tengah pandemi virus Corona (COVID-19). Beragam pelanggaran prokes diungkap dalam sidang lanjutan dengan terdakwa  (HRS).Agus Ridhallah selaku Kepala Satpol PP Kabupaten Bogor yang duduk sebagai saksi dalam sidang lanjutan itu membeberkan berbagai pelanggaran prokes itu. Kala itu kerumunan terjadi untuk penyambutan Habib Rizieq sekaligus acara peletakan batu pertama di Pondok Pesantren Agrokultural Markaz Syariah.Lantas apa saja pelanggaran prokes yang disampaikan Agus?""Tidak memakai masker, (tidak) jaga jarak, tidak sesuai, kemudian juga tidak ada cuci tangan,"" ujar Agus saat memberikan kesaksian di ruang sidang Pengadilan Negeri Jakarta Timur (PN Jaktim), Senin (19/4/2021).Selain itu, menurut Agus, jumlah peserta yang hadir melebihi batas yang ditentukan. Pihak panitia acara pun disebut Agus tidak menandatangani kesiapan mematuhi prokes.""Penyelenggaraan melebih jumlah yang dibatasi 150 orang. Melebih (waktu) dari 3 jam,"" ucap Agus.""Di dalam aturan saat itu maksimal kegiatan 160 orang dan hanya 3 jam dan panitia menandatangani kesanggupan prokes ke camat, tidak ada (tanda tangan kesanggupan),"" imbuhnya."
AS Ancam Rusia: Akan Ada Konsekuensi Jika Navalny Mati di Penjara!,BBC Indonesia,"bbc world,alexei navalny,rusia,amerika serikat","Senin, 19 Apr 2021 10:27 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/as-ancam-rusia-akan-tanggung-konsekuensinya-jika-alexei-navalny-meninggal-di-penjara-mengapa-amerika-berkepentingan-atas-nasib.jpeg?w=700&q=90,"AS mengancam Rusia akan ada ""konsekuensi"" jika tokoh oposisi Alexei Navalny sampai meninggal di penjara.Inggris, Prancis, Jerman, dan Uni Eropa juga telah menyatakan keprihatinan mereka atas perlakuan terhadap kritikus pemerintah Rusia itu.Dokter Navalny mengatakan ia ""akan meninggal dalam beberapa hari mendatang"" jika tidak diberikan perhatian medis segera untuk sakit punggung akut dan mati rasa di kakinya.Duta Besar Rusia untuk Inggris mengatakan bahwa Navalny sedang mencari perhatian dan ""tidak akan dibiarkan meninggal di penjara"".Seorang kritikus terkemuka Presiden Vladimir Putin, Alexei Navalny, dipenjara sejak Februari karena tuduhan penggelapan, yang ia klaim bermotif politik.Ia kemudian mulai mogok makan pada 31 Maret lalu sebagai bentuk protes karena tidak dapat bertemu dengan tim medisnyaSementara dokter Navalny mengatakan hasil tes darah baru-baru ini menunjukkan bahwa ia bisa menderita gagal ginjal dan mengalami serangan jantung setiap saat.Aktivis HAM mengatakan penjara tempat Alexei ditahan dikenal karena kondisinya yang sangat keras. (Reuters)Pada Minggu (18/04), sejumlah negara bergabung dalam protes international menentang perlakuan terhadap Navalny di penjara yang berlokasi di kota Pokrov, sekitar 100 km di timur Moskow.Penasihat keamanan nasional AS, Jake Sullivan, berkata kepada CNN bawa akan ada ""konsekuensi jika Navalny meninggal"" dan Rusia akan ""dimintai tanggungjawab"" oleh komunitas internasional.Sedangkan Presiden AS Joe Biden mengatakan perawatan medis yang diterima Navalny ""sangat tidak adil dan tidak layak"".Pemerintahan Biden sebelumnya telah menyerukan agar Navalny dibebaskan. Biden pun pernah menyinggung perlakuan Kremlin atas Navalny saat kali pertama menelepon Vladimir Putin sebagai presiden AS Januari lalu. Washington juga mengancam Rusia karena menahan ribuan pemrotes yang turun ke jalan mendukung Navalny awal tahun ini.Saat mengikuti sidang di Senat Januari lalu terkait pencalonannya sebagai Menlu AS, Antony Blinken mengutarakan bahwa Rusia ditempatkan dalam agenda yang ""sangat penting"" bagi pemerintahan Joe Biden dan Washington pun berjanji mendukung Navalny.""Navalny adalah suara bagi jutaan dan jutaan lainnya warga Rusia, suara mereka perlu didengar,"" kata Blinken saat itu, seperti dikutip , sambil menambahkan bahwa upaya Kremlin untuk ""membungkam suara itu dengan membungkam Navalny merupakan sesuatu yang kita kecam.""AS dan Rusia terlibat dalam pertikaian diplomatik menyusul insiden Navalny yang diracun dengan zat syaraf mematikan Novichock, yang merupakan varian senjata kimia.Kremlin membantah klaim Navalny bahwa Presiden Vladimir Putin memerintahkan insiden itu.Namun pejabat intelijen AS menyimpulkan bahwa pemerintah Moskow berada di balik peracunan, mendorong pemerintahan Biden untuk menjatuhkan sanksi kepada pejabat senior Rusia.Sekarang Moskow memberlakukan aksi balasan atas sanksi AS.Para pemimpin Uni Eropa akan membahas situasi yang tengah berkembang terkait Navalny pada Senin (19/04).Diplomat utama Uni Eropa Josep Borrell mengatakan pihaknya ""sangat prihatin"" dan menyerukan otoritas penjara untuk memberikan akses ke tim medis Navalny segera.Kantor Luar Negeri Inggris mengatakan dalam sebuah pernyataan: ""Navalny harus segera diberikan akses ke perawatan medis independen. Kami mengulangi seruan kami agar ia segera dibebaskan dari pemenjaraannya yang bermotif politik.""Putri Navalny yang berusia 20 tahun, Daria Navalnaya - yang saat ini belajar di California, AS - menulis ""izinkan dokter menemui ayah saya"" di Twitter.Sementara istri Navalny, Yulia, mengatakan Navalny telah kehilangan 9 kg berat badannya sejak memulai mogok makan, menurut Pendukung Navalny kini tengah mengatur aksi protes nasional yang akan digelar Rabu (21/04), dan mengatakan ""ada keadaan di mana Anda perlu bertindak cepat, jika tidak, hal yang tidak dapat diperbaiki akan terjadi"".Pada hari Jumat (16/04), empat dokter menulis surat kepada pejabat penjara untuk meminta izin agar segera bertemu Navalny, mengatakan level potasium di dalam tubuhnya telah mencapai ""tingkat kritis"".Dr Alexander Polupan, yang merawat Navalny setelah ia diracun dengan Novichock tahun lalu, mengatakan hasil tes darahnya merupakan ""indikasi mutlak"" bahwa ia membutuhkan perawatan medis yang mendesak atau ia akan ""mati dalam [beberapa] hari mendatang"".Pada hari Minggu (18/04), dokter pribadinya, Anastasia Vasilyeva, yang sebelumnya telah ditangkap karena melakukan protes di luar penjara Navalny, mencuit lewat akun Twitter bahwa ia dan tiga dokter lainnya telah ""berdiri selama dua jam dan memohon"" untuk diizinkan masuk ke penjara, namun mereka ditolak masuk.Lebih dari 70 penulis, seniman dan akademisi turut bergabung menandatangani surat yang ditujukan pada Putin, untuk memastikan bahwa Navalny menerima akses medis yang layak.dan memasukkan tanda tangan aktor Hollywood Jude Law, Ralph Fiennes dan Benedict Cumberbatch, penulis Harry Potter JK Rowling dan sutradara Ken Burns.Dalam wawancara dengan wartawan  Andrew Marr yang direkam pada hari Jumat (16/04) dan ditayangkan pada Minggu (18/04), duta besar Rusia untuk Inggris, Andrei Kelin, mengatakan bahwa Navalny tidak dalam bahaya.""Tentu saja ia tak akan dibiarkan meninggal di penjara, tapi yang bisa saya katakan adalah Navalny berperilaku layaknya hooligan tulen dalam mencoba melanggar setiap aturan yang telah ditetapkan,"" ujarnya, seraya menambahkan bahwa aktivis tersebut berusaha ""untuk menarik perhatian""."
"Bantu Duafa, Pelajar di Jabar Bagikan 'Rantang Siswa'",Yudha Maulana,"duafa,pelajar di jabar,bandung,disdik jabar,birojabar","Senin, 19 Apr 2021 10:35 WIB",https://akcdn.detik.net.id/community/media/visual/2014/07/10/3e462f6b-330d-48a4-b3a4-37bcc2283319_169.jpg?w=700&q=90,"Pelajar SMA, SMK dan SLB di Jawa Barat diajak untuk berbagi 'Rantang Siswa' pada 24 April mendatang. Dalam program ini, setiap pelajar akan memberikan satu porsi makanan untuk tetangga dan warga duafa lainnya.""Makanan itu bisa buatan rumah atau masakan yang mereka buat sendiri untuk disampaikan kepada tetangga, kolega, teman, anak yatim lansia dan sebagainya. Lalu mereka foto dan kirim ke #rantangsiswa di Instagram,"" ujar Kepala Dinas Pendidikan Jawa Barat Dedi Supandi dalam keterangannya, Senin (19/4/2021).Saat ini, terdapat 25.500 pelajar di SMA, 14.400 pelajar di SMK, dan 2.100 pelajar di SLB se-Jawa Barat. Melihat jumlah itu, Dedi optimistis 50 ribu - 80 ribu porsi makanan bisa tersalurkan.""Sekarang yang sudah konfirmasi di SMA ada 25.500, SMK 14.400 dan SLB 2.100, jadi baru 42.500. Nah, target yang ditetapkan oleh panitia 50 ribu. Tapi pada tanggal 24 (April) saya punya keyakinan itu bisa mencapai 80 ribu. Itu tersebar di 27 kabupaten/kota,"" ujarnya.Program Rantang Siswa ini merupakan bagian dari Program Milenial Smart Trend Ramadhan Virtual yang juga melibatkan Kementerian Agama dan Ikatan Remaja Masjid. Ia berharap program ini bisa menumbuhkan budi pekerti siswa dengan momentum Ramadhan ini.""Menjadi mutakin harus memiliki 3T, yakni taklim (pembelajar),  (pembiasaan), dan takzim (santun),"" kata Dedi.Selain Rantang Siswa, terdapat agenda menulis mushaf Alquran yang akan digelar pada 17 Ramadan. Dedi mengatakan, saat ini baru terdata 165 sekolah dengan 9.965 siswa yang akan berpartisipasi di dalamnya.Menurut dia, sejumlah kegiatan dalam Milenial Smart Trend Ramadhan dikemas agar pelaku pendidikan dapat membiasakan diri dalam menyikapi adaptasi kebiasaan baru. Kegiatan ini juga merupakan rangkaian persiapan jelang pembelajaran tatap muka (PTM) Juli mendatang.""Terlebih, nanti mulai Juli kita akan mulai menyelenggarakan pembelajaran tatap muka. Karena itu ini menjadi salah satu persiapan kami di Jawa Barat,"" kata Dedi."
Anggota Komisi I Heran Jozeph Paul Zhang Ngaku Nabi tapi Sembunyi,Rolando Fransiscus Sihombing,"jozeph paul zhang,nabi palsu,polisi,komisi i dpr","Senin, 19 Apr 2021 10:35 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/17/jozeph-paul-zhang-screenshot-youtube_169.jpeg?w=700&q=90,"Pria yang menggunakan nama di media sosial sebagai  bikin heboh karena mengaku sebagai nabi ke-26. Anggota , Syaifullah Tamliha, yakin BIN dan Polri sudah tahu posisi Jozeph Paul Zhang.""Saya yakin bahwa intelijen sudah mengetahui posisi keberadaan Jozeph Paul Zhang sehingga jika kepolisian bersungguh-sungguh pastilah orang yang mengaku nabi ke-26 bisa ditangkap,"" kata Tamliha, Senin (19/4/2021).Tamliha heran dengan Jozeph Paul Zhang yang mengaku nabi ke-26 namun bersembunyi. Tamliha menyebut apa yang disampaikan Jozeph Paul Zhang hanya kebohongan belaka.""Saya juga bingung ada nabi yang bersembunyi. Dalam beberapa kitab kenabiannya, setiap nabi pastilah diperintah Tuhannya bahwa dia adalah nabi yang mengemban amanah memberi peringatan kepada kaumnya untuk beriman kepada Tuhannya,"" ujar Tamliha.""Nabi Musa bagi pemeluk agama Yahudi dengan kitab Tauratnya, Nabi Daud dengan kitab Zabur, Nabi Isa binti Maryam dengan kitab Injil bagi penganut agama Nasrani, dan Nabi Muhammad SAW dengan Al-Qur'annya"" sambungnya.Tamliha meminta Polri segera menangkap Jozeph Paul Zhang. Menurutnya, Jozeph Paul Zhang dapat dijerat dengan UU ITE.""Sehingga jika Jozeph Paul Zhang mengaku nabi urutan ke-26 adalah bohong belaka dan mesti ditangkap karena melakukan  di media sosial. Polri mesti menangkapnya dengan menjeratnya dengan pasal-pasal UU ITE agar pemberlakuan terhadap pelanggaran UU tersebut jangan ada kesan tebang pilih,"" ucapnya.Sementara itu, anggota Komisi I DPR, TB Hasanuddin, mengaku hendak memperdalam data soal Jozeph Paul Zhang. Komisi I DPR RI merupakan mitra kerja BIN yang akrab dengan dunia telik sandi.""Saya belum memperdalam data intelnya, tunggu dulu ya,"" ujarnya.
        "
Uji Coba Sekolah Tatap Muka di Yogyakarta,Pius Erlangga,"sekolah tatap muka di yogyakarta,sekolah tatap muka,birojatengdiy,fotodetikcom","Senin, 19 Apr 2021 10:40 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/uji-coba-sekolah-tatap-muka-di-yogyakarta_169.jpeg?w=700&q=90,
"779 Sekolah di Ciamis Uji Coba PTM, Wabup: Taati Protokol Kesehatan",Dadang Hermansyah,"sekolah tatap muka,pandemi covid-19,ciamis,birojabar","Senin, 19 Apr 2021 10:40 WIB",Gambar tidak tersedia,"Sebanyak 779 Sekolah dari jenjang SD/MI, SMP/MTS dan SMA/MA di Ciamis mulai menggelar belajar tatap muka di masa pandemi COVID-19. Hal itu bagian dari uji coba jelang pembelajaran tatap muka (PTM) Juli mendatang.Pantauan  di salah satu SMP, MI dan SD sebelum siswa masuk gerbang, penjaga langsung mengecek suhu dan meningkatkan agar selalu pakai masker. Setelah itu diarahkan untuk mencuci tangan pakai sabun pada wastafel. Setelah itu siswa diarahkan masuk ke kelasnya masing-masing. Tempat duduknya telah ditata seorang sebangku dan zig-zag.Meski sudah ada imbauan bagi orang tua yang punya kendaraan agar mengantarkan anaknya, namun banyak juga yang menggunakan angkutan umum.Wakil Bupati Ciamis Yana D Putra bersama Kepala Dinas Pendidikan Ciamis Asep Saeful Rahmat melakukan pemantauan ke sejumlah sekolah di perkotaan Ciamis.""Alhamdulillah hari ini kita melaksanakan uji coba sekolah tatap muka. Hasil pantauan di hari pertama ini semua berjalan aman dan lancar. Semua sekolah menaati protokol kesehatan secara ketat,"" ujar Yana, Senin (19/4/2021).Sementara itu, Kepala Dinas Pendidikan Ciamis Asep Saeful Rahmat menjelaskan tatap muka terbatas ini digelar 2 minggu. Setelah itu pihaknya akan melakukan evaluasi.""Jumlah sekolah yang tatap muka yakni SD 744 sekolah, MI 3, SMP 20, Mts 3, SMA 4 dan MA 5 sekolah. Sedangkan untuk SMK belum ada tatap muka karena banyak gurunya yang belum melaksanakan vaksinasi, sehingga belum bisa dilaksanakan,"" ungkap Asep.Pelaksanaan sekolah tatap muka ini hanya diikuti oleh kelas 5 dan 6 SD, kelas 7 dan 8 SMP serta kelas 10 dan 11 SMA. ""Kalau sekarang berjalan lancar, kita lakukan evaluasi lalu merencanakan dan menerapkan apakah setelah lebaran nanti seluruh kelas atau bagaimana,"" katanya."
"Kerap Berkantor di Desa, Bupati Ipuk Tuntaskan Hampir 10 Ribu Masalah Warga",Ardian Fanani,"bupati ipuk,pemkab banyuwangi,birojatim","Senin, 19 Apr 2021 10:41 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/bupati-banyuwangi-ipuk-fiestiandani_169.jpeg?w=700&q=90," Fiestiandani sejak kali pertama dilantik pada 26 Februari 2021, tercatat telah tujuh kali berkantor di desa. Di desa yang dituju, Ipuk tinggal seharian, dari pagi sampai azan maghrib untuk mengurai berbagai masalah.""Alhamdulillah, setiap pekan saya berkantor di desa. Sejauh ini sudah tujuh desa. Ini yang konsepnya berkantor seharian ya, dari pagi sampai maghrib. Kalau yang datang ke desa di luar konsep berkantor di desa tentu sudah puluhan kali,"" ujar  kepada wartawan, Senin (19/4/2021).Program bupati ngantor di desa (Bunga Desa) adalah program yang dilakukan Bupati Ipuk dan Wakil Bupati Sugirah untuk menjemput bola berbagai permasalahan warga. Tercatat sudah tujuh desa menjadi tempat Ipuk berkantor, yaitu Desa Bayu, Desa Kalipait, Desa Sarongan, Desa Grajagan, Desa Margomulyo, Desa Kajarharjo, Desa Siliragung. Desa-desa tersebut mayoritas berada di daerah terdepan Banyuwangi yang membutuhkan waktu tempuh cukup lama dari pusat kota.Ipuk mengatakan, di setiap desa, masalah dibagi menjadi dua kategori berdasarkan solusi, yaitu jangka pendek dan jangka menengah-panjang. ""Ada masalah yang solusinya jangka pendek, bisa cepat. Ada pula yang perlu waktu seperti infrastruktur,"" ujar Ipuk.Dari segi sektor, masalah yang dituntaskan antara lain kesehatan, pendidikan, administrasi kependudukan, sertifikat rakyat, jaminan sosial, penguatan petani dan nelayan, UMKM, kepemudaan, rumah tinggal, dan sebagainya.Berdasarkan data lintas dinas, jumlah masalah yang mendapat solusi selama berkantor di tujuh desa tersebut mencapai 9.720 masalah dari berbagai sektor tersebut, di mana yang cukup banyak adalah soal administrasi kependudukan.""Dengan kerja tim, sejumlah masalah kita urai. Ada beberapa anak misalnya terancam putus sekolah, langsung diatasi. Ada masalah sarana transportasi untuk petugas kesehatan di daerah yang geografisnya sulit, teratasi juga,"" jelas bupati perempuan tersebut."
