Judul,Author,Topik,Waktu,Gambar,Isi Berita
"Terima Aduan Pungli, Walkot Semarang Langsung Sidak Kantor Kelurahan",Erika Dyah,"pemkot semarang,pungli,pemerintahan","Senin, 26 Apr 2021 19:18 WIB",https://akcdn.detik.net.id/community/media/visual/2021/01/07/pemkot-semarang-1.jpeg?w=700&q=90,"Wali Kota Semarang Hendrar Prihadi melakukan sidak atau inspeksi mendadak ke kantor Kelurahan Muktiharjo Kidul. Hal itu dilakukannya setelah mendapatkan aduan melalui sistem #LaporHendi, terkait adanya pungutan liar (pungli).Diketahui, salah satu oknum pegawai kelurahan Muktiharjo Kidul melakukan pungli sebesar Rp 300.000. Adapun pungli ini ditarik oleh oknum tersebut dengan dalih sebagai biaya pengetikan, yang diperuntukkan sebagai kas kelurahan dan kas kecamatan.Hendi, sapaan akrab Wali Kota Semarang mengungkap setibanya pukul delapan pagi di area kantor kelurahan ia langsung mencari lurah setempat. Akan tetapi, lanjutnya, setelah bertanya ke sejumlah pegawai di sana ia justru mendapati lurah yang dicari belum tiba di kantor.Untuk itu, kata Hendi, ia pun memasuki ruangan lurah dan memanggil sekretaris lurah untuk meminta keterangan.""Bu Carik tahu saya ke sini karena apa? Ha? Belum tahu ya?,"" tanya Hendi dikutip dalam keterangan tertulis, Senin (26/4/2021).Hendi menjelaskan Sekretaris Lurah Muktiharjo Kidul yang ditemuinya tampak kebingungan dengan kedatangannya.""Saya dapat aduan di sistem Lapor Hendi terkait pelayanan di kantor kelurahan Muktiharjo Kidul. Masih belum tahu ya? Pak Lurahnya saja mana?,"" katanya.Hendi terus mencari lurah setempat yang sedang dalam perjalanan menuju ke kantor. Tak lama berselang ia berhasil mempertemukan lurah setempat dengan Rachmad Hidayat, pelapor aduan pungli oleh oknum Kelurahan Muktiharjo Kidul.Dalam pertemuan ini, Hendi meminta agar oknum yang dimaksud oleh Rachmad diundang oleh Lurah Muktiharjo Kidul ke ruangannya, sekaligus mengembalikan uang hasil pungutan liar yang telah diterimanya.Hendi menjelaskan sidak yang dilakukannya berbuah pengembalian uang oleh oknum berinisiasi VV kepada Rachmad Hidayat selaku pelapor, dengan nominal sebesar Rp 300.000.Sementara itu, Rachmad Hidayat selaku pelapor turut mengapresiasi respons cepat Hendi yang turun langsung merespons aduan yang masuk ke sistem #LaporHendi. Ia mengaku menaruh harapan besar kepada sistem Lapor Hendi untuk menghilangkan praktik pungli di Kota Semarang.""Jadi tadi saya sudah bertemu Pak Wali, uang saya juga sudah dikembalikan, alhamdulillah sistem Lapor Hendi tersebut merespons cepat aduan saya, jadi apresiasi setinggi-tingginya saya berikan, terkhusus untuk Mas Hendi yang turun langsung untuk cek lapangan, dan berusaha agar kejadian serupa tidak terulang,"" tutur Rachmad."
Telepon Terakhir Awak KRI Nanggala-42 Asal Tegal dengan Sang Ibu,Imam Suripto,"tegal,kri nanggala-402,kapal selam,mayor laut eko firmanto,birojatengdiy","Senin, 26 Apr 2021 18:28 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/salah-satu-awak-kri-nanggala-402-mayor-laut-p-eko-firmanto-asal-tegal-senin-2642021-1_43.jpeg?w=700&q=90,"Tragedi tenggelamnya kapal selam  menyisakan duka bagi keluarga korban. Di antaranya orang tua salah seorang awak KRI Nanggala-402 Mayor Laut (P) Eko Firmanto di Tegal, Jawa Tengah.""Saya sudah pasrah apapun yang terjadi terhadap Mas Eko, karena itu sudah kehendak Allah ya saya ikhlas,"" ujar ibu Eko, Rosita (56) di kediamannya Desa Kaladawa, Kecamatan Talang, Kabupaten Tegal, Senin (26/4/2021).Meski mengaku pasrah, raut kepedihan masih sangat tampak pada wajahnya. Rosita beberapa kali pingsan bila mengenang anak pertamanya ini.Sebagai orang ibu, Rosita mengaku tidak ada firasat apapun atas kejadian yang dialami oleh putra sulungnya itu. Eko Firmanto meninggalkan seorang istri dan dua anaknya yang tinggal di Sidoarjo.Sebelum berangkat bertugas, Eko selam sempat menelepon orang tuanya di Tegal.""Ma, Mas Eko mau pamitan untuk berlayar lokal. Tidak tahu lamanya karena tugas tidak bisa ditentukan. Dia pesen, 'Mama jaga kesehatan selalu sehat dan doakan Mas Eko biar selamat sampai tujuan',"" kenang Rosita berkaca-kaca.Rosita menceritakan, Eko sempat dua kali meneleponnya yakni pada Sabtu (17/4) dan Senin (19/4). Kemudian Eko berangkat berlayar dan berikutnya pada hari Rabu 21 April 2021 dikabarkan sudah hilang kontak.Sementara ayah Eko, Rakyan (58), tampak lebih tegar. Dia mengatakan, sebelum Panglima TNI mengumumkan  tenggelam dan 53 awak gugur, dirinya masih punya harapan putranya Eko Firmanto selamat. Namun setelah ada pengumuman Rakyan mengaku pasrah dan ikhlas.""Ya kemarin masih punya harapan,"" tutur Rakyan singkat."
"Polri Ungkap Kendala Berantas KKB di Papua: Masuk ke Penduduk, Nyamar",Adhyasta Dirgantara,"kkb,papua,polri,kkb papua","Senin, 26 Apr 2021 18:31 WIB",https://akcdn.detik.net.id/community/media/visual/2021/02/09/karo-penmas-divisi-humas-polri-brigjen-rusdi-hartono-1_169.jpeg?w=700&q=90," mengungkapkan kendala-kendala dalam memberantas kelompok kriminal bersenjata (KKB) di Papua. Ada dua kendala yang disebutkan, salah satunya  kerap masuk ke penduduk. ""Ya kendala-kendala kan tentunya medan di sana tidak seperti ini. Medannya pegunungan segala macam kan, membutuhkan sumber daya yang harus maksimal. Itu pertama, medan,"" ujar Karo Penmas Divisi Humas Polri Brigjen Rusdi Hartono kepada wartawan di Bareskrim Polri, Senin (26/4/2021).Anggota KKB yang masuk ke penduduk sulit diidentifikasi. Rusdi menyebut pola KKB masuk ke penduduk ini dilakukan agar tetap eksis.""Kedua, kelompok-kelompok ini sering masuk ke penduduk, menyamar-menyamar dengan penduduk. Sering masuk ke penduduk-penduduk,  dia. Itu menjadi pola-pola mereka bagaimana mereka untuk tetap eksis di sana,"" terangnya.Meski demikian, Rusdi memastikan  tidak memiliki tempat di Papua. Rusdi menegaskan Polri bersama TNI berusaha menyelesaikan masalah yang ditimbulkan oleh KKB.""Tentunya aparat keamanan, TNI dan Polri, terus bekerja secara optimal melakukan pengejaran penangkapan terhadap kelompok kriminal bersenjata. Yang pasti tidak ada tempat bagi KKB di tanah Papua. Polri dan TNI juga beserta instansi lainnya, sekali lagi, berusaha secara optimal untuk menyelesaikan masalah yang berhubungan dengan kelompok kriminal bersenjata di tanah Papua,"" kata Rusdi.Diketahui, Presiden Joko Widodo (Jokowi) memerintahkan Panglima TNI dan Kapolri untuk menangkap semua anggota kelompok kriminal bersenjata (KKB) yang menembak Kabinda Papua, Brigjen I Gusti Putu Danny Nugraha Karya. Jokowi menegaskan tak ada tempat untuk KKB di negeri ini.""Saya juga telah memerintahkan kepada Panglima TNI dan Kapolri untuk terus mengejar dan menangkap seluruh anggota KKB. Saya tegaskan tidak ada tempat untuk kelompok-kelompok kriminal bersenjata di tanah Papua maupun di seluruh pelosok Tanah Air,"" kata Jokowi dalam siaran YouTube Sekretariat Presiden, Senin (26/4).
        "
"Ada Travel Promosi Angkut Mudik, Polisi Bakal Tindak Tegas",Fathan,"larangan mudik,larangan mudik 2021,polda metro jaya","Senin, 26 Apr 2021 18:36 WIB",https://akcdn.detik.net.id/community/media/visual/2020/02/21/f23d0811-81da-4dd9-bbb5-b11402427d33_169.jpeg?w=700&q=90,"Direktur Lalu Lintas Polda Metro Jaya Kombes Sambodo Purnomo Yogo mengungkapkan adanya  yang mulai promosikan jasa melalui media sosial. Sambodo mengingatkan pihaknya akan tersebut jika kedapatan angkut pemudik pada periode larangan mudik.""Kami juga sudah menengarai ada beberapa warga masyarakat yang sudah mulai mengiklankan dirinya, bisa membawa pemudik melalui media sosial. Kami ingatkan kalau nanti kami tangkap, kami akan tahan kendaraannya sampai dengan tanggal 17 Mei,"" kata Sambodo di Jakarta, Senin (26/4/2021).Survei Litbang Kementerian Perhubungan memprediksi ada 7 juta orang yang tetap akan melaksanakan mudik meski pemerintah sudah melarang. Di sisi lain, Polda Metro Jaya saat ini terus mengkampanyekan terkait larangan mudik ini.""Kenapa kemudian pemerintah melarang mudik, supaya paling tidak jangan sampai negara kita seperti India, ada gelombang tsunami COVID yang tidak tertahan. Sehingga kemudian grafik pengendalian COVID yang sudah melandai ini sudah baik ini, kemudian meningkat kembali dengan adanya masyarakat yang melaksanakan mudik,"" jelasnya.Polda Metro Jaya sendiri akan melakukanuntuk mengantisipasi pemudik. Penyekatan tidak hanya dilakukan di ruas jalan tol, tetapi juga hingga ke jalur tikus.Penyekatan ini dilakukan pada periode larangan mudik tanggal 6-17 Mei 2021.""Tanggal 6-17 Mei kami menyiapkan 31 titik pos penyekatan. Terdiri dari 17 pos  dan 14 titik penyekatan,"" imbuhnya.Sambodo mengatakan 17 pos  tersebut akan diadakan di wilayah aglomerasi Jabodetabek. Sementara 14 titik penyekatan berada di gerbang keluar aglomerasi Jabodetabek."" berada di dalam aglomerasi di Jabodetabek untuk meningkatkan, melihat kepatuhan terhadap prokes. Nah, 14 titik itu berada di gerbang keluar aglomerasi jabodetabek,"" ucap Sambodo.Dia mengatakan polisi akan melakukan pemeriksaan yang ketat di titik-titik tersebut. Sambodo juga menjelaskan soal antisipasi polisi terkait  sebelumnya.""Yang naik travel gelap, naik sepeda motor, naik di dalam ambulan, sembunyi di bagasi bis, sembunyi di toilet bis, naik ke bak truk, semuanya akan kita periksa,"" kata Sambodo.Dia pun berharap pelaksanaan penyekatan untuk akan dilakukan lebih ketat.""Diharapkan mudah-mudahan pelaksanaannya tahun ini lebih ketat, lebih bagus, dan masyarakat paling tidak lebih sadar untuk tidak mencoba-coba untuk mudik,"" tutur Sambodo."
"AS-Inggris Kirim Bantuan Medis ke India, Warga Asia Diinjak Kepalanya di AS",Novi Christiastuti,"international updates,virus corona,covid-19,india,amerika serikat,serangan anti-asia","Senin, 26 Apr 2021 18:30 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/22/makin-ganas-kasus-corona-di-india-capai-300-ribu-sehari-6_169.jpeg?w=700&q=90,"Bantuan medis dikirimkan sejumlah negara mulai dari  (AS) hingga  ke India yang tengah menghadapi lonjakan kasus  (COVID-19). Seorang warga lanjut usia (lansia) keturunan Asia di New York, AS, menjadi korban penyerangan brutal.Lonjakan kasus Corona membuat banyak rumah sakit di  kekurangan tempat tidur untuk pasien, pasokan oksigen dan obat-obatan. Bantuan media mencakup material untuk membuat vaksin, perlengkapan terapi, tes Corona, hingga ventilator dikirimkan AS, Inggris dan Jerman untuk membantu otoritas India.Sementara itu, rekaman CCTV yang dirilis Kepolisian New York menunjukkan seorang warga lansia keturunan Asia didorong hingga tersungkur dan ditendang serta diinjak berulang kali pada bagian kepalanya oleh seorang pelaku tak dikenal. Insiden ini terjadi saat marak  di berbagai wilayah AS.Selain berita tersebut, berikut ini berita-berita internasional yang menarik perhatian pembaca , hari ini, Senin (26/4/2021):Amerika Serikat (AS), Inggris dan Jerman akan mengirimkan pasokan bantuan medis kepada India yang tengah berjuang menghadapi lonjakan drastis kasus virus Corona (COVID-19).India kembali mencetak rekor dengan melaporkan 349.691 kasus Corona dalam sehari pada Minggu (25/4) waktu setempat, dengan 2.767 kematian. Banyak rumah sakit di India yang kekurangan tempat tidur untuk pasien, pasokan oksigen dan obat-obatan.Seperti dilansir , Senin (26/4/2021), Presiden Joe Biden menyatakan AS 'bertekad untuk membantu India pada saat dibutuhkan'. Gedung Putih menyatakan AS akan 'segera' menyalurkan berbagai pasokan, mulai dari material untuk membuat vaksin, hingga perlengkapan terapi, tes Corona, ventilator dan alat pelindung diri (APD), ke wilayah India.Tindak kekerasan anti-Asia kembali terjadi di Amerika Serikat (AS). Seorang pria lanjut usia (lansia) keturunan Asia diserang oleh seorang pria tak dikenal yang berulang kali menendang dan menginjak kepalanya di East Harlem, New York.Seperti dilansir , Senin (26/4/2021), Departemen Kepolisian New York (NYPD) menyebut korban yang berusia 61 tahun sedang mengumpulkan kaleng bekas saat tiba-tiba diserang dari belakang. Korban didorong hingga tersungkur dan ditendang kepalanya berulang kali.Serangan brutal ini terjadi pada Jumat (23/4) lalu, sekitar pukul 20.00 waktu setempat. Korban dilarikan ke Rumah Sakit Harlem untuk mendapatkan perawatan medis lebih lanjut. NYPD menyatakan korban kini dalam kondisi kritis namun stabil.
        "
Menelusuri Jejak Candi di Desa Gedong Jetis Klaten,Achmad Syauqi,"candi,fotodetikcom,birojatengdiy,artefak,klaten","Senin, 26 Apr 2021 18:30 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/menelusuri-jejak-candi-di-desa-gedong-jetis-klaten_169.jpeg?w=700&q=90,
"Ganjar Tak Larang Pasar Prepegan Jelang Lebaran, Asalkan...",Angling Adhitya Purbaya,"pasar prepegan,prepegan,ganjar pranowo,lebaran,idul fitri,birojatengdiy","Senin, 26 Apr 2021 18:37 WIB",https://akcdn.detik.net.id/community/media/visual/2020/06/16/ilustrasi-virus-corona-covid-19-6_169.jpeg?w=700&q=90,"Tradisi atau hari persiapan lebaran berpotensi adanya kerumunan. Gubernur Jawa Tengah  memperbolehkan ada Pasar Prepegan tahun ini tapi bersyarat.Ia menjelaskan Pasar Prepegan di beberapa daerah boleh saja dilakukan tapi harus diatur. Hal itu karena ada rezeki juga bagi pedagang dalam kegiatan tersebut.""Lebih baik diatur karena prepegan ada rezekinya asal bisa ngatur lebih baik. Misal biasanya satu titik dipecah lima titik,"" kata Ganjar di kantornya, Senin (26/4/2021).Ganjar menegaskan jika tidak bisa diatur maka terpaksa ditiadakan. Ia berharap prepegan tidak menjadi prepegan (berkumpulnya) penyakit.""Kalau tidak bisa ya dilarang. Jangan pasar prepegan dadi prepegan penyakit,"" tegasnya.Untuk diketahui, tradisi prepegan merupakan persiapan sehari menjelang lebaran yaitu pergi ke pasar untuk belanja kebutuhan lebaran pada hari terakhir puasa Ramadhan. Salah satu daerah yang lekat dengan tradisi prepegan yaitu di Brebes di mana pedagang di pasar bertambah seiring bertambahnya pembeli jelang lebaran."
Ketum Jakmania-Manajemen Persija Akan Diperiksa soal Kerumunan di HI,Yogi Ernes,"jakmania,kerumunan jakmania,kerumunan jakmania di bundaran hi,persija,polda metro jaya","Senin, 26 Apr 2021 18:41 WIB",https://akcdn.detik.net.id/community/media/visual/2019/07/10/fc8fc5c8-dcbc-4afb-99ab-6cb96a4c418e_169.jpeg?w=700&q=90,"Polda Metro Jaya menyelidiki, Jakarta Pusat. Polda Metro Jaya menjadwalkan pemeriksaan terhadap pengurus Jakmania hingga manajemen Persija terkait kejadian tersebut.""Ketua Jakmania akan kami panggil untuk kita klarifikasi untuk mempertanggungjawabkan hal ini,"" kata Kabid Humas Polda Metro Jaya Kombes Yusri Yunus di Mapolda Metro Jaya, Jakarta, Senin (26/4/2021).Selain Ketum Jakmania, polisi akan meminta keterangan dari perwakilan manajemen  dalam waktu dekat.""Dari pengurus manajemen Persija akan kami panggil akan kami undang di sini untuk menjelaskan kepada penyidik kenapa sampai terjadi adanya kerumunan seperti semalam (Minggu (25/4),"" ujarnya.Imbas  semalam, 65 orang sempat diamankan ke Polda Metro Jaya. Ke-65 orang tersebut dimintai keterangan perihal indikasi undangan menghadiri konvoi di Bundaran HI.Dari 65 orang tersebut, 12 orang masih berusia anak-anak. Yusri menyebut 65 orang tersebut telah dilakukan  dan dinyatakan negatif.Ke-65 orang tersebut telah dipulangkan seluruhnya. Mereka mengaku datang ke Bundaran HI karena spontanitas terbawa euforia kegembiraan merayakan kemenangan di turnamen Piala Menpora.
        "
"Aparat TNI, Polri dan Pemda Lombok Barat Terapkan Vaksinasi Mobile",Erika Dyah Fitriani,"polda ntb,vaksinasi covid-19,vaksin","Senin, 26 Apr 2021 18:10 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/vaksinasi-lansia-di-lombok-barat.jpeg?w=700&q=90,"Batalyon Vaksinator TNI, Polri, dan Pemda Lombok Barat memaksimalkan percepatan vaksinasi lansia. Mereka menerapkan Vaksinasi Mobile dengan cara mendatangi langsung para lansia pada titik tertentu.Kapolres Lombok Barat Polda NTB AKBP Bagus S. Wibowo mengatakan, sebelumnya Batalyon Vaksinator TNI, Polri, dan Pemda Lobar menerapkan sistem antar jemput. Upaya ini, katanya, termasuk dalam rangka menyukseskan Lomba Kampung Sehat 2 NTB.Ia menerangkan langkah menerapkan Vaksinasi Mobile ini merupakan upaya percepatan dalam memberikan vaksin kepada lansia di Lombok Barat. Adapun hal ini sesuai dengan Program Lomba Kampung Sehat 2 yang diinisiasi oleh Kapolda NTB.""Hari ini kita melaksanakan kegiatan vaksinasi secara mobile di Desa Mareje Timur, bersama Batalyon Vaksinator yang dibentuk oleh Kabupaten Lombok Barat, terdiri dari TNI, Polri, dan Pemda Lobar,"" ungkap Bagus dalam keterangan tertulis, Senin (26/4/2021).Diketahui, program vaksinasi ini dilaksanakan di Vihara Tendaun Girisena, Dusun Tendaun, Desa Mareje Timur, Kecamatan Lembar, Kabupaten Lombok Barat mulai pukul 10.00 WITA pagi ini.Bagus menilai pelaksanaan vaksinasi hari ini menunjukkan bahwa pihak terkait, di antaranya TNI Polri bersama seluruh aparat pemerintah, berusaha keras untuk memaksimalkan kegiatan vaksinasi.""Memaksimalkan kegiatan vaksinasi di Kabupaten Lombok Barat, khususnya kepada lansia. Oleh karena itu, kami berharap kepada seluruh lapisan masyarakat terutama para lansia untuk tidak ragu lagi untuk mengikuti kegiatan vaksinasi ini,"" harapnya.Bagus pun menegaskan vaksinasi merupakan harapan terbesar bagi pihaknya agar masyarakat Kabupaten Lombok barat dapat terbebas dari COVID-19.""Karena tidak ada yang lain menjadi harapan kami, yang menjadi pertimbangan kami, agar masyarakat kabupaten Lombok Barat, dapat terbebas dari serangan virus corona, yang saat ini masih melanda di tempat kita,"" ucap Bagus.Sementara itu, Kabid Penanggulangan Penyakit Menular (P2M) Lombok Barat, dr. Ahmad Taufiq Fatoni mengatakan Lombok Barat menargetkan vaksinasi kepada 3.560 orang lansia.""Dari yang telah kita targetkan, hari ini kita sudah mencapai angka di atas 40%, dan harapan kami untuk lebih menggiatkan kegiatan ini dan mencari sasaran yang lebih tepat,"" ungkap Ahmad.Ahmad menilai pelaksanaan vaksinasi secara Mobile ini lebih efektif yakni dengan melaksanakan kegiatan langsung turun ke desa. Adapun pihaknya bersama puskesmas disebut dapat mencari sasaran yang lebih banyak lagi.""Terima kasih kami ucapkan kepada Polres Lobar, dari teman-teman TNI dan seluruh perangkat Kecamatan dan Desa di Kabupaten Lombok Barat untuk mendorong sasaran lansia,"" katanya.Lebih lanjut, Ahmad memaparkan proses vaksinasi ini melalui 4 tahap yang dimulai dari pendaftaran atau verifikasi, screening atau anamnase, pemberian vaksin, kemudian dilakukan observasi selama 30 menit.""Untuk mengetahui gejala klinis yang muncul setelah pemberian vaksin,"" imbuhnya.ia menyebutkan vaksin yang digunakan dalam program vaksinasi ini merupakan jenis Sinovac. Selain itu, ia pun mengungkap jumlah keseluruhan lansia yang terdaftar dalam pelaksanaan vaksinasi ini yakni sebanyak 53 orang.""42 orang berhasil di vaksin sedangkan 11 orang ditunda, karena faktor kesehatan dan tetap dilakukan monitor untuk pelaksanaan vaksinasi berikutnya,"" terangnya.Sebagai informasi, selain dilakukan vaksinasi, kegiatan ini juga disertai penyaluran bantuan kepada para lansia yang divaksin. Diketahui, para lansia tersebut mendapatkan bantuan beras masing-masing sebanyak 5 kg."
Eks Satpam Pertamina Boyolali Bacok Mantan Rekan Kerja,Ragil Ajiyanto,"pertamina,pembacokan,penganiayaan,polres boyolali,boyolali,birojatengdiy","Senin, 26 Apr 2021 18:09 WIB",https://akcdn.detik.net.id/community/media/visual/2015/12/29/d22171e8-7238-4c47-bcd6-802c24f7da62_169.jpg?w=700&q=90,"Seorang eks satpam di  TBBM Boyolali nekat membacok mantan rekan kerja hingga luka parah. Pelaku kini telah ditangkap .""Dua orang pelaku sudah berhasil kami tangkap, satu eksekutornya dan satu pelaku lagi berperan sebagai joki atau yang mengendarai sepeda motor,"" ujar Kasat Reskrim Polres Boyolali, AKP Eko Marudin, kepada , Senin (26/4/2021).Pelaku yakni Sapto Aji (36) dan Setyo Budi Pamekas (32), keduanya warga Kecamatan Banyudono, Boyolali. Eko menjelaskan, Sapto Aji berperan sebagai perencana dan eksekutor, sedangkan Setyo Budi berperan sebagai joki atau pengendara motor membocengkan Sapto Aji saat beraksi melakukan penganiayaan.Penganiayaan tersebut menimpa J (22). Korban adalah pegawai PT Pertamina TBBM, Teras, Boyolali. Penganiayaan terjadi di jalan Teras-Bangsalan, Dukuh Tegalan, Desa Teras, Kecamatan Teras, Boyolali, pada Sabtu (10/4) sekitar pukul 18.30 WIB lalu.""Korban mengalami luka berat, dua luka bacokan di punggung dan satu di tangan kanan,"" ujar Eko.Eko menjelaskan kronologi pembacokan tersebut. Petang itu sekitar pukul 18.30 WIB korban pulang dari kantor Pertamina TBBM Teras menuju rumah kontrakannya. Korban mengendarai sepeda motor matik.Sesampainya di Jalan Dukuh Tegalan, Desa Teras, korban dipepet oleh dua orang yang berboncengan mengendarai sepeda motor jenis bebek. Tiba-tiba pelaku yang belakang atau pembonceng membacok korban dari belakang mengenai bagian punggung dan tangan. Tak hanya sekali namun beberapa kali, sehingga mengalami luka serius yaitu luka bacok dua tempat di punggung dan satu di tangan kanan.Korban pun terkapar bersimbah darah. Sementara pelaku langsung tancap gas, kabur meninggalkan korban. Warga yang menemukan korban bersimbah darah langsung memberikan pertolongan. Kejadian itu juga segera dilaporkan ke polisi.""Korban malam itu dibawa ke RS Indriyati Boyolali, kemudian dirujuk ke RS Colombia Asia Semarang,"" jelasnya.Setelah mendapat laporan, Satreskrim Polres Boyolali kemudian melakukan penyelidikan. Akhirnya petugas menangkap pelaku Sapto Aji.Menurut Eko, pelaku Sapto Aji diketahui merupakan mantan satpam bagian segel di PT Pertamina Fuel Terminal Boyolali. Dia dikeluarkan dari PT Pertamina TBBM Teras, Boyolali, sekitar bulan Juli 2019 karena kasus narkoba.""Pelaku ini berhasil ditangkap tim Resmob di wilayah Desa Dukuh, Kecamatan Banyudono,"" jelas Eko.""Sapto ini adalah mantan satpam bagian segel di PT Pertamina Boyolali dan dikeluarkan dari PT Pertamina Boyolali sekitar bulan Juli 2019 karena kasus narkoba. Baru sekitar akhir Maret 2021 bebas dari Lapas Klaten,"" imbuhnya.Dari hasil pemeriksaan awal, Sapto mengakui dia yang membacok korban J. Sapto juga mengaku, dalam aksinya dia dibantu temannya Setyo Budi. Petugas pun mengejar satu pelaku tersebut dan berhasil menangkapnya.""Kedua pelaku saat ini diamankan penyidik Satreskrim Polres Boyolali untuk dilakukan penyidikan lebih lanjut,"" tegasnya.Kedua pelaku dikenai pasal berlapis yaitu Pasal 170 dan atau Pasal 351 dan atau 353 KUHP tentang penganiayaan yang mengakibatkan luka berat."
Pengacara Sandi Sebut Walkot Depok Beri Keterangan Palsu soal Intimidasi,Sachril Agustin Berutu,"damkar depok,dugaan korupsi damkar depok,damkar depok korupsi,wali kota depok mohammad idris","Senin, 26 Apr 2021 18:10 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/razman-nasution-menunjukkan-surat-teguran-yang-diterima-kliennya-sandi-pembongkar-korupsi-1_43.jpeg?w=700&q=90,"Razman Arif Nasution membantah ucapan yang menyebut kliennya, Sandi Junior Butar Butar, tidak mendapat  dan surat peringatan (SP). Razman menyebut Idris memberi keterangan palsu di media.""Nah kemudian, ini yang paling , saya mendengar di TV, melihat, menyaksikan, melihat juga di , itu , saudara Idris ya, mengatakan tidak ada surat peringatan. Tidak ada teguran, tidak ada SP kepada saudara Sandi. Kan begitu ya penjelasannya. Pada faktanya ada kok,"" ujar Razman di Polres Metro Depok, Jalan Margonda Raya, Kota Depok, Jawa Barat, Senin (26/4/2021).Razman lantas memperlihatkan surat teguran yang diterima Sandi. SP itu teregister 800/088/PKWT/PO.Damkar/1/2021. Surat ini ditandatangani Kabid Pengendalian Welman Naipospos.""Jadi Pak wali,  ini, Anda itu pejabat negara.  hati-hati, apalagi pada waktu itu baru saja ada kunjungan dari Pak Moeldoko. Berkunjung dia mengatakan tidak ada kan, tidak ada teguran (ke Sandi). Pada faktanya ada. , sekarang anak buah anda berbohong, tindak lah itu. Kemudian Anda juga memberi keterangan palsu, karena tidak sesuai dengan data. Nah faktanya apa? Surat,"" ucapnya.Dia pun ingin agar  dan Kadis Damkar Depok Gandara diperiksa terkait dugaan korupsi di . Razman menambahkan, SP yang diterima kliennya ini diduga dipalsukan.""Di (surat teguran) situ, dinas pemadam kebakaran mengatakan, maksud kami bukan seperti itu. Apa maksudnya karena katanya Sandi harusnya di regu A, tahu-tahu pergi ke regu B. Tapi bunyinya nggak seperti itu, bahwa sandi melakukan sesuatu di luar tugasnya. Nggak ada hubungannya. Ini pasti diduga keras, ada kaitannya dengan urusan damkar, dugaan kita ya, keras . Dan tanggal ini patut diduga dimundurkan karena itu kami sudah minta dari penyidik agar ini dibawa laboratorium forensik. Begitu dipalsukan, ini persoalan,"" jelas dia.Lainnya, dia mengatakan Sandi menyerahkan barang bukti berupa berkas-berkas, video, dan rekaman suara intimidasi dari pejabat . Razman tak merinci video dan rekaman suara apa yang diberikan ke penyidik.""Alat bukti sudah kita serahkan tadi. Ada video, ada rekaman, ada data-data, ada bukti tanda tangan, ya. Kemudian ada yang terkait dengan pemotongan honor dan lain-lain, itu sudah kita serahkan semua dan polisi masuk ke dalam ini,"" ujar Razman.""Ada video kesaksian, ada juga rekaman-rekaman suara anak-anak. Maksudnya anak-anak teman-teman dia, diintimidasi 'eh, kamu jangan ikut ini, kamu begini hati-hati', itu ada, diancam, kita sudah serahkan. Diancam pecat, dan lain-lain. Ada video sudah kita serahkan ke penyidik. Rekaman video, rekaman suara, data tertulis, sudah kita serahkan,"" jelas dia.
        "
'Tsunami' Corona di India Dilihat dari Foto-foto Rumah Sakit dan Krematorium,BBC Indonesia,"bbc world,bbc,india,virus corona,covid-19,tsunami corona di india","Senin, 26 Apr 2021 18:14 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/covid-di-india-foto-foto-dari-berbagai-rumah-sakit-dan-krematorium-yang-menggambarkan-tsunami-virus-corona.jpeg?w=700&q=90,"Kekurangan oksigen juga dialami ambulans-ambulans sehingga semakin sulit bagi sejumlah keluarga untuk membawa sanak saudara mereka ke rumah sakit, itu pun jika ada ranjang di rumah sakit.Di Delhi, khususnya, situasi sangat akut mengingat banyak orang meninggal dunia di rumah sakit karena kekurangan oksigen.Berbagai rumah sakit juga harus menolak calon pasien karena tidak ada ranjang lagi yang tersedia. Kondisi ini diperparah oleh semakin letihnya para tenaga kesehatan.  Dampak melonjaknya kasus-kasus COVID-19 juga tampak dari berbagai krematorium di India. Banyak keluarga harus menunggu berjam-jam untuk melakukan upacara pelepasan jenazah. Kemudian, karena beberapa kota kekurangan tempat, kremasi massal pun diselenggarakan.Para wartawan di berbagai kota mempertanyakan angka resmi kematian. Mereka kerap menghabiskan waktu berhari-hari berada di luar krematorium menghitung jumlah orang yang meninggal dunia. Estimasi mereka menunjukkan angka kematian di beberapa kota mencapai 10 kali lipat lebih tinggi dari yang dilaporkan pemerintah.Pekan lalu, BBC Gujarat melaporkan sebuah krematorium di Kota Surat beroperasi sedemikian lama sampai sebagian cerobongnya meleleh karena panas. Namun, para pejabat belum merevisi jumlah resmi kematian.    "
